,price,location,baths,bedrooms,Total_Area
5519,300.0,Bahria Town,5,4,2722.51
5520,75.0,DHA Defence,3,3,2178.008
5521,240.0,I-9,5,4,18240.817
5522,270.0,G-15,6,6,3267.012
5523,750.0,F-10,5,5,5445.0
5524,675.0,F-11,5,5,5445.0
5525,40.0,DHA Defence,2,2,1361.255
5526,135.0,FECHS,6,5,2178.008
5527,850.0,I-8,7,7,5445.0
5528,550.0,I-8,7,7,3267.012
5529,450.0,I-8,3,3,38659.642
5530,1050.0,I-8,6,6,65340.0
5531,775.0,I-8,5,5,65340.0
5532,650.0,I-8,6,6,38659.642
5534,165.0,Korang Town,3,3,3811.514
5535,225.0,Korang Town,6,5,3811.514
5536,180.0,D-12,7,7,15246.056
5537,450.0,Bani Gala,4,4,81675.0
5542,385.0,DHA Defence,6,6,5445.0
5548,550.0,DHA Defence,6,5,5445.0
5549,525.0,G-10,6,6,2722.51
5550,145.0,G-13,5,4,11979.043999999998
5556,480.0,Bahria Town,6,5,5445.0
5557,480.0,Bahria Town,6,5,5445.0
5558,65.0,DHA Defence,3,3,2178.008
5559,180.0,Pakistan Town,6,6,2722.51
5560,90.0,Pakistan Intelligence Bureau Housing Society,4,4,1361.255
5562,45.0,Bhara kahu,4,4,1361.255
5563,1450.0,F-7,6,6,59895.0
5564,395.0,DHA Defence,6,5,5445.0
5565,380.0,G-13,7,7,3267.012
5566,160.0,G-13,5,4,1089.004
5567,157.0,G-13,5,4,1089.004
5568,282.0,G-13,6,5,2178.008
5569,170.0,G-13,5,4,1089.004
5570,350.0,G-13,7,6,2722.51
5571,425.0,DHA Defence,5,5,5445.0
5572,180.0,G-11,6,5,53905.698
5573,180.0,G-11,6,5,53905.698
5574,130.0,E-14,5,6,2722.51
5581,120.0,Tarlai,5,4,15246.056
5582,160.0,CBR Town,6,6,38659.642
5585,550.0,DHA Defence,6,6,5445.0
5586,875.0,F-10,5,5,5445.0
5587,63.0,DHA Defence,3,3,2178.008
5588,85.0,Bani Gala,4,4,1361.255
5589,480.0,DHA Defence,6,6,5445.0
5590,310.0,DHA Defence,7,5,2722.51
5591,300.0,Bahria Town,5,5,2722.51
5596,270.0,DHA Defence,6,5,2722.51
5597,1350.0,Bani Gala,3,3,21780.0
5598,450.0,DHA Defence,7,6,5445.0
5599,500.0,I-8,6,6,3267.012
5601,460.0,I-8,6,6,2994.7609999999995
5604,550.0,Emaar Canyon Views,5,5,65340.0
5605,450.0,I-8,3,3,2994.7609999999995
5606,135.0,PWD Housing Scheme,6,5,25319.343
5607,850.0,D-12,9,9,65340.0
5608,170.0,D-12,4,4,14701.553999999998
5609,115.0,Pakistan Intelligence Bureau Housing Society,3,4,2722.51
5610,37.0,DHA Defence,2,2,1361.255
5612,200.0,I-10,5,5,1633.506
5615,130.0,Ghauri Town,5,4,1633.506
5616,65.0,Chatha Bakhtawar,2,2,1361.255
5620,150.0,I-10,2,4,1089.004
5621,280.0,G-15,6,6,38659.642
5622,2800.0,F-7,8,7,10890.0
5623,1470.0,F-7,5,5,5445.0
5624,1400.0,F-7,6,6,59895.0
5625,700.0,F-6,5,5,48460.67799999999
5626,850.0,F-6,5,5,59895.0
5627,850.0,F-6,5,5,4356.016
5628,1905.0,F-6,4,4,130680.0
5629,3500.0,F-7,5,5,21780.0
5630,1800.0,F-8,5,5,70785.0
5631,2000.0,F-8,5,5,98010.0
5632,1500.0,F-8,5,5,10890.0
5633,1150.0,F-6,5,5,70785.0
5634,470.0,Bahria Town,5,5,5445.0
5637,750.0,I-8,10,10,59895.0
5642,165.0,G-13,5,5,1089.004
5643,415.0,E-11,7,6,2722.51
5644,64.0,DHA Defence,3,3,2178.008
5645,160.0,D-12,3,3,11979.043999999998
5646,850.0,I-8,7,7,65340.0
5647,400.0,I-8,6,6,3267.012
5648,225.0,Margalla Town,7,6,13340.299
5649,600.0,Bahria Town,5,5,5445.0
5650,1250.0,F-8,7,7,10890.0
5651,150.0,Bahria Town,3,3,1361.255
5652,340.0,Bahria Town,4,4,3811.514
5654,150.0,I-10,5,5,1633.506
5655,150.0,I-10,4,4,1633.506
5657,95.0,Bhara kahu,4,4,1905.757
5658,725.0,DHA Defence,9,7,5445.0
5659,500.0,DHA Defence,6,5,5445.0
5660,445.0,DHA Defence,7,6,5445.0
5661,265.0,I-10,4,5,2722.51
5662,250.0,G-10,4,4,2178.008
5663,164.0,G-13,5,5,1089.004
5664,248.0,G-13,7,6,1905.757
5665,2000.0,E-7,4,4,130680.0
5666,2500.0,F-7,5,5,174240.0
5667,375.0,G-11,7,6,1905.757
5668,239.0,G-11,5,5,1633.506
5669,90.0,PWD Housing Scheme,4,4,1361.255
5670,138.0,PWD Housing Scheme,6,5,2722.51
5671,235.0,Bahria Town,5,5,2722.51
5672,265.0,G-13,7,7,2178.008
5673,190.0,PWD Housing Scheme,6,6,3267.012
5674,315.0,Bahria Town,6,5,2722.51
5675,265.0,G-13,7,6,1905.757
5676,265.0,G-13,7,6,1905.757
5677,75.0,Ghauri Town,3,3,15246.056
5678,40.0,DHA Defence,2,2,1361.255
5679,265.0,G-13,7,6,1905.757
5680,46.0,Ghauri Town,2,3,816.7529999999999
5681,1600.0,F-7,4,4,70785.0
5682,2200.0,F-7,6,6,10890.0
5683,550.0,DHA Defence,7,6,5445.0
5684,275.0,G-13,7,7,2178.008
5685,150.0,Pakistan Town,8,6,2722.51
5686,280.0,G-13,5,5,2178.008
5687,400.0,G-13,10,8,3267.012
5688,520.0,DHA Defence,6,6,5445.0
5689,45.0,Shaheen Town,3,2,1361.255
5690,135.0,Swan Garden,5,4,1633.506
5691,325.0,Zaraj Housing Scheme,7,7,3267.012
5692,120.0,Ghauri Town,6,4,1361.255
5693,270.0,G-15,7,7,3811.514
5694,45.0,Ghauri Town,2,2,816.7529999999999
5695,138.0,Bahria Town,3,3,1361.255
5696,395.0,Bahria Town,7,6,87120.0
5697,2100.0,F-10,10,11,10890.0
5698,105.0,Ghauri Town,5,4,1361.255
5699,150.0,G-13,5,5,1089.004
5700,41.0,Jhangi Syedan,3,2,1361.255
5701,2000.0,E-7,4,4,130680.0
5702,100.0,Bhara kahu,6,8,1633.506
5703,150.0,Green Avenue,4,4,2178.008
5704,85.0,Soan Garden,2,2,1633.506
5705,130.0,Soan Garden,4,4,1633.506
5706,265.0,Bahria Town,6,5,2722.51
5707,265.0,Bahria Town,6,5,2722.51
5708,400.0,Bahria Town,6,6,5445.0
5709,400.0,Bahria Town,6,6,5445.0
5710,85.0,Bani Gala,3,3,2178.008
5711,3000.0,F-7,9,9,10890.0
5712,80.0,Ghauri Town,4,3,1361.255
5713,240.0,G-9,3,3,1633.506
5714,210.0,G-9,4,4,1361.255
5715,165.0,Soan Garden,7,6,2722.51
5716,575.0,G-9,4,5,3267.012
5717,135.0,Swan Garden,6,4,1633.506
5718,380.0,G-11,6,6,2178.008
5719,1000.0,F-10,6,5,70785.0
5721,41.0,Bhara kahu,2,2,12251.294999999998
5722,325.0,Bahria Town,10,8,2722.51
5723,385.0,G-9,10,8,2722.51
5724,450.0,E-11,5,5,2450.259
5725,96.0,H-13,5,5,1361.255
5726,105.0,H-13,6,6,1361.255
5727,575.0,E-11,6,6,5445.0
5728,270.0,DHA Defence,6,6,54450.0
5729,135.0,Bahria Town,3,2,1361.255
5730,1800.0,F-8,10,10,70785.0
5731,450.0,DHA Defence,7,6,5445.0
5732,125.0,Bhara kahu,6,6,2178.008
5733,115.0,Swan Garden,5,4,1633.506
5734,135.0,Bahria Town,4,3,1361.255
5735,720.0,E-11,8,8,5445.0
5736,1600.0,F-6,5,5,141570.0
5737,170.0,D-12,6,5,11979.043999999998
5738,450.0,I-8,3,3,3811.514
5739,135.0,Bahria Town,4,3,1361.255
5740,130.0,Soan Garden,4,3,2722.51
5741,121.0,National Police Foundation O-9,4,4,1361.255
5742,164.0,Soan Garden,8,6,2722.51
5743,570.0,E-11,7,7,5445.0
5744,164.0,Soan Garden,8,6,2722.51
5746,164.0,Soan Garden,8,6,2722.51
5747,377.0,DHA Defence,4,4,52544.44299999999
5748,600.0,I-8,7,7,3267.012
5749,575.0,I-8,7,7,3267.012
5750,250.0,Bahria Town,6,5,2722.51
5751,150.0,Bahria Town,4,3,1361.255
5752,1540.0,E-11,8,7,10890.0
5753,140.0,Soan Garden,5,5,1905.757
5754,165.0,Swan Garden,7,6,2722.51
5755,42.0,Bani Gala,3,3,9528.785
5756,200.0,Bani Gala,6,6,4083.765
5757,2400.0,E-7,6,6,10890.0
5758,155.0,G-13,5,3,11979.043999999998
5759,610.0,G-13,8,7,5445.0
5760,125.0,National Police Foundation O-9,4,4,2722.51
5761,205.0,G-11,4,4,15246.056
5762,145.0,CBR Town,6,5,2178.008
5763,130.0,I-10,3,3,15246.056
5765,475.0,I-8,5,5,3267.012
5766,650.0,I-8,7,7,3811.514
5767,27.0,Burma Town,1,2,6806.275
5768,925.0,I-8,6,6,65340.0
5769,400.0,F-17,7,7,5445.0
5770,260.0,F-17,6,6,3811.514
5771,145.0,F-17,4,4,1905.757
5772,265.0,G-13,5,5,1905.757
5773,525.0,DHA Defence,6,6,5445.0
5774,425.0,DHA Defence,6,6,5445.0
5775,1600.0,Naval Farms Housing Scheme,7,6,43560.0
5776,72.0,DHA Defence,4,3,2178.008
5777,150.0,Bahria Town,3,3,1361.255
5778,375.0,DHA Defence,4,4,5445.0
5779,180.0,National Police Foundation O-9,4,3,2722.51
5780,118.0,Pakistan Town,4,4,1361.255
5781,300.0,G-11,6,5,2178.008
5782,550.0,F-11,7,6,5445.0
5783,75.0,River Garden,2,1,1361.255
5784,250.0,G-9,4,4,1905.757
5785,900.0,F-6,10,9,4356.016
5786,121.0,National Police Foundation O-9,4,4,1361.255
5788,130.0,Emaar Canyon Views,4,3,3267.012
5789,166.0,G-13,5,3,11979.043999999998
5790,29.0,I-14,3,2,816.7529999999999
5791,330.0,G-13,6,5,29675.359
5792,145.0,G-13,4,4,1089.004
5793,565.0,DHA Defence,6,5,5445.0
5794,495.0,Bahria Town,8,7,5445.0
5795,170.0,Bahria Town,5,3,1361.255
5796,36.0,DHA Defence,2,2,1361.255
5797,75.0,DHA Defence,3,3,2178.008
5798,450.0,F-11,6,6,25319.343
5799,155.0,Faisal Town - F-18,6,5,2178.008
5800,185.0,G-15,5,5,2178.008
5801,220.0,DHA Defence,6,5,2722.51
5802,55.0,H-13,2,2,9528.785
5803,495.0,DHA Defence,10,8,5445.0
5804,260.0,Bani Gala,7,5,2722.51
5805,70.0,Shaheen Town,2,2,1361.255
5806,450.0,DHA Defence,8,6,4356.016
5807,179.0,G-15,6,5,2178.008
5808,650.0,F-11,8,7,5445.0
5809,90.0,Bhara kahu,8,6,1633.506
5810,2000.0,F-7,7,7,65340.0
5811,75.0,Bhara kahu,3,3,2722.51
5812,30.0,B-17,5,5,1361.255
5813,285.0,DHA Defence,5,5,2722.51
5814,175.0,Zaraj Housing Scheme,5,4,27497.351
5815,2400.0,F-8,6,5,21780.0
5818,850.0,F-7,10,11,5445.0
5819,285.0,Bahria Town,4,4,3539.263
5820,55.0,Ghauri Town,4,5,1361.255
5823,900.0,F-8,5,5,5445.0
5828,1000.0,F-6,5,5,70785.0
5829,365.0,G-9,5,5,2722.51
5830,1240.0,F-8,4,4,10890.0
5844,265.0,G-15,6,6,38659.642
5849,65.0,DHA Defence,3,3,2178.008
5850,575.0,DHA Defence,7,6,5445.0
5857,875.0,F-11,6,5,5445.0
5862,65.0,Ghauri Town,2,2,1361.255
5863,875.0,F-6,5,5,5445.0
5864,450.0,Bahria Town,6,5,5445.0
5866,90.0,Bhara kahu,6,6,1089.004
5867,850.0,F-11,6,6,5445.0
5868,400.0,DHA Defence,7,7,4083.765
5869,500.0,DHA Defence,5,5,5445.0
5870,200.0,D-12,4,4,1361.255
5871,525.0,DHA Defence,9,8,5445.0
5872,117.0,F-17,6,6,2178.008
5873,295.0,G-15,7,6,38659.642
5874,160.0,CBR Town,6,5,2178.008
5875,450.0,DHA Defence,6,5,5445.0
5876,155.0,CBR Town,6,5,2178.008
5877,725.0,G-6,4,5,59895.0
5878,220.0,I-10,7,5,18240.817
5879,58.0,Ghauri Town,3,2,1089.004
5886,110.0,Ghauri Town,5,4,1361.255
5887,110.0,Ghauri Town,5,4,1361.255
5888,370.0,DHA Defence,7,6,5445.0
5889,180.0,G-15,6,5,2178.008
5891,250.0,Bahria Town,6,5,2722.51
5892,250.0,Bahria Town,6,5,2722.51
5893,425.0,Bahria Town,6,5,5445.0
5894,425.0,Bahria Town,6,5,5445.0
5895,445.0,F-11,7,7,25319.343
5896,170.0,PWD Housing Scheme,4,5,2722.51
5897,350.0,DHA Defence,5,5,4356.016
5898,270.0,Bahria Town,6,5,2994.7609999999995
5899,270.0,Bahria Town,6,5,2994.7609999999995
5900,1050.0,F-6,6,5,48460.67799999999
5901,440.0,F-11,7,6,25319.343
5908,450.0,DHA Defence,7,6,5445.0
5909,170.0,Bahria Town,3,3,1361.255
5910,425.0,F-11,7,7,2722.51
5911,140.0,PWD Housing Scheme,6,5,2722.51
5912,40.0,Burma Town,3,3,1089.004
5914,145.0,G-13,3,6,11979.043999999998
5915,105.0,Ghauri Town,5,4,1361.255
5916,105.0,Garden Town,5,4,1361.255
5917,500.0,DHA Defence,5,5,5445.0
5918,150.0,G-13,4,4,1089.004
5919,320.0,Bahria Town,7,7,5445.0
5920,320.0,Bahria Town,7,8,5445.0
5921,465.0,Bahria Town,6,5,59895.0
5922,465.0,Bahria Town,6,5,59895.0
5923,395.0,Bahria Town,6,6,5445.0
5924,295.0,Bahria Town,6,5,2722.51
5925,56.0,Ghauri Town,3,3,1089.004
5927,160.0,National Police Foundation,5,5,2722.51
5930,200.0,G-9,2,3,1361.255
5931,400.0,G-9,4,5,3267.012
5932,265.0,G-8,3,4,2178.008
5933,215.0,G-8,2,2,1361.255
5934,45.9,Marwa Town,3,3,15246.056
5937,95.0,Soan Garden,4,4,1905.757
5938,425.0,DHA Defence,7,5,5445.0
5939,525.0,Bahria Town,6,6,5445.0
5940,1480.0,F-6,8,8,48460.67799999999
5941,250.0,PWD Housing Scheme,6,6,5445.0
5942,125.0,CBR Town,4,4,1905.757
5943,110.0,CBR Town,4,4,1905.757
5944,620.0,I-8,7,7,38659.642
5945,1400.0,F-8,5,4,70785.0
5946,1300.0,F-8,7,6,59895.0
5947,1200.0,F-7,7,6,5445.0
5948,500.0,G-9,6,5,3267.012
5949,105.0,Soan Garden,5,4,1361.255
5950,325.0,Bahria Town,5,5,2722.51
5951,150.0,Bahria Town,4,3,1361.255
5952,775.0,I-8,5,5,65340.0
5953,768.0,F-11,10,10,70785.0
5954,170.0,I-10,4,3,11979.043999999998
5955,140.0,Bahria Town,4,3,1361.255
5956,285.0,Bahria Town,5,5,2722.51
5957,140.0,Bahria Town,3,3,1361.255
5958,1225.0,F-10,7,7,59895.0
5959,200.0,Bahria Town,5,4,2178.008
5960,185.0,G-10,4,4,19874.323
5961,750.0,G-10,6,6,5172.768999999999
5962,60.0,Bhara kahu,3,5,816.7529999999999
5963,140.0,Bahria Town,3,3,1361.255
5964,140.0,Bahria Town,3,3,1361.255
5965,285.0,Bahria Town,5,5,2722.51
5966,430.0,Bahria Town,6,4,5445.0
5967,425.0,F-11,6,6,2450.259
5968,325.0,G-13,7,6,1905.757
5969,50.0,Tarnol,4,4,2722.51
5970,1850.0,F-8,6,6,119790.0
5971,1900.0,F-6,5,5,103455.0
5972,1900.0,F-8,6,6,136125.0
5973,2800.0,F-7,7,7,21780.0
5974,725.0,F-10,6,6,59895.0
5975,225.0,Bahria Town,5,5,2722.51
5976,78.0,H-13,3,3,1361.255
5977,475.0,Bahria Town,6,5,5445.0
5978,65.0,DHA Defence,3,3,2178.008
5979,34.0,DHA Defence,2,2,1361.255
5980,63.5,DHA Defence,3,3,2178.008
5981,37.5,DHA Defence,2,2,1361.255
5982,575.0,DHA Defence,7,5,5445.0
5983,570.0,E-11,8,8,4356.016
5984,530.0,E-11,8,8,38659.642
5985,470.0,E-11,7,6,4356.016
5986,850.0,E-11,10,9,5445.0
5987,500.0,E-11,6,6,4356.016
5988,650.0,E-11,7,6,5445.0
5989,125.0,I-14,4,4,1361.255
5990,152.0,Bahria Town,4,4,1361.255
5991,80.0,C-18,4,4,15246.056
5995,75.0,Ghauri Town,3,3,1361.255
5996,110.0,B-17,4,4,1361.255
5997,825.0,F-10,6,6,59895.0
5998,260.0,G-13,5,5,2178.008
5999,900.0,F-8,5,5,59895.0
6002,2900.0,F-8,8,8,21780.0
6003,1050.0,F-8,5,5,5445.0
6004,425.0,DHA Defence,7,5,5445.0
6005,545.0,DHA Defence,7,5,5445.0
6006,170.0,FECHS,6,6,2178.008
6008,550.0,I-8,6,6,2994.7609999999995
6009,225.0,Ghauri Town,6,5,2722.51
6010,98.0,Ghauri Town,5,4,1361.255
6011,460.0,I-8,7,7,33759.124
6012,425.0,DHA Defence,4,4,5445.0
6014,300.0,G-15,7,8,3539.263
6016,50.0,Jhang Syedan,3,3,1089.004
6017,110.0,Ghauri Town,6,4,1361.255
6018,120.0,Soan Garden,5,4,1633.506
6019,165.0,Soan Garden,8,6,2722.51
6020,1300.0,F-6,10,11,87120.0
6021,80.0,Burma Town,3,2,1633.506
6023,250.0,Naval Anchorage,6,6,38659.642
6024,2200.0,F-7,6,6,10890.0
6025,1000.0,G-10,10,10,87120.0
6026,725.0,I-8,9,10,38659.642
6027,950.0,I-8,6,6,65340.0
6028,675.0,Green Avenue,6,6,5445.0
6029,44.0,DHA Defence,3,3,2178.008
6030,80.0,H-13,4,3,1361.255
6031,40.0,Ali Pur,3,3,11979.043999999998
6032,1300.0,I-8,9,9,5445.0
6033,525.0,I-8,6,6,38659.642
6035,3200.0,F-7,7,7,21780.0
6036,325.0,I-10,6,5,2178.008
6037,145.0,I-10,3,3,1361.255
6038,750.0,F-11,7,7,5445.0
6039,550.0,G-10,6,6,48460.67799999999
6040,145.0,FECHS,4,4,2178.008
6041,160.0,D-12,4,3,11979.043999999998
6042,275.0,G-13,6,5,2178.008
6044,360.0,G-13,6,6,2722.51
6045,165.0,D-12,3,3,1089.004
6046,65.0,Bani Gala,3,2,1361.255
6047,490.0,DHA Defence,6,7,5445.0
6048,550.0,I-8,7,7,33759.124
6049,850.0,F-10,6,5,5445.0
6050,500.0,Emaar Canyon Views,6,5,65340.0
6051,600.0,I-8,7,7,33759.124
6052,475.0,I-8,5,5,33759.124
6053,85.0,Soan Garden,3,2,1633.506
6054,280.0,G-9,2,2,1633.506
6055,425.0,E-11,4,4,2722.51
6056,170.0,FECHS,7,5,2722.51
6057,270.0,D-12,5,5,1361.255
6058,160.0,G-15,5,5,1905.757
6059,82.0,Ghauri Town,4,4,1361.255
6060,280.0,G-13,7,7,29675.359
6061,460.0,G-9,6,6,3811.514
6062,500.0,E-11,7,6,4356.016
6064,365.0,G-11,5,6,2178.008
6065,135.0,G-13,3,3,1089.004
6066,900.0,F-10,9,9,70785.0
6067,800.0,G-11,9,9,70785.0
6068,485.0,DHA Defence,7,6,5445.0
6069,2000.0,F-8,8,7,98010.0
6070,490.0,D-12,6,6,38659.642
6071,150.0,Ghauri Town,6,5,1361.255
6072,160.0,PWD Housing Scheme,6,5,2722.51
6073,575.0,Bahria Town,7,7,5445.0
6074,365.0,DHA Defence,6,6,5445.0
6076,145.0,D-12,3,4,11979.043999999998
6077,425.0,DHA Defence,7,5,5445.0
6080,1050.0,F-6,6,5,48460.67799999999
6088,390.0,DHA Defence,6,6,5445.0
6089,330.0,DHA Defence,4,4,65340.0
6090,800.0,F-6,4,5,48460.67799999999
6091,230.0,Bani Gala,6,5,2722.51
6092,115.0,B-17,3,3,1361.255
6093,185.0,I-10,4,4,1633.506
6094,70.0,Ghauri Town,3,3,1361.255
6099,250.0,Bahria Town,4,4,2722.51
6100,250.0,Bahria Town,4,4,2722.51
6101,250.0,Bahria Town,4,4,2722.51
6103,135.0,Green Avenue,6,4,1361.255
6104,155.0,Bani Gala,6,7,2722.51
6105,225.0,I-9,3,4,1905.757
6106,95.0,H-13,4,4,1361.255
6107,460.0,DHA Defence,5,5,5445.0
6108,250.0,G-10,4,5,1633.506
6109,160.0,PWD Housing Scheme,6,5,2722.51
6110,500.0,DHA Defence,7,6,5445.0
6111,185.0,G-15,4,5,2178.008
6113,210.0,DHA Defence,3,2,3267.012
6114,250.0,Bahria Town,6,6,2722.51
6116,123.0,Bahria Town,4,4,1361.255
6117,145.0,I-10,4,5,18240.817
6120,155.0,Faisal Town - F-18,7,6,2178.008
6121,45.0,DHA Defence,2,2,1361.255
6122,180.0,G-15,5,5,2178.008
6123,85.0,H-13,5,6,1361.255
6124,450.0,DHA Defence,6,6,5445.0
6125,26.5,Ghauri Town,2,4,544.502
6126,68.0,H-13,3,3,1361.255
6127,460.0,DHA Defence,5,5,5445.0
6128,265.0,Bahria Town,5,4,2722.51
6129,125.0,Abdullah Garden,3,3,1361.255
6130,350.0,Emaar Canyon Views,7,5,65340.0
6131,235.0,DHA Defence,5,5,2722.51
6132,750.0,G-11,7,6,5445.0
6133,350.0,G-11,6,6,2178.008
6134,900.0,E-11,7,7,5445.0
6135,375.0,Emaar Canyon Views,6,5,59895.0
6137,2000.0,E-7,6,5,103455.0
6138,1800.0,E-7,6,5,87120.0
6139,2400.0,E-7,7,6,103455.0
6140,900.0,E-11,7,6,4900.518
6141,375.0,G-13,7,7,38659.642
6142,285.0,G-13,7,5,2178.008
6143,78.0,Ghauri Town,4,3,1361.255
6149,200.0,I-10,3,5,1633.506
6150,355.0,Naval Anchorage,7,6,5445.0
6151,38.0,Jhang Syedan,2,2,9528.785
6152,625.0,Bahria Town,7,6,98010.0
6153,200.0,G-11,4,2,1361.255
6155,225.0,PWD Housing Scheme,6,6,3267.012
6156,210.0,PWD Housing Scheme,6,6,3267.012
6157,210.0,PWD Housing Scheme,6,6,3267.012
6158,115.0,PWD Housing Scheme,4,4,1633.506
6159,49.99,Lehtarar Road,2,3,1361.255
6160,160.0,PWD Housing Scheme,5,5,2722.51
6161,160.0,H-13,9,9,1905.757
6162,160.0,PWD Housing Scheme,5,5,2722.51
6163,190.0,PWD Housing Scheme,7,6,5445.0
6164,140.0,PWD Housing Scheme,5,5,2722.51
6165,125.0,H-13,7,10,1361.255
6166,160.0,PWD Housing Scheme,5,5,2722.51
6167,800.0,F-11,8,7,70785.0
6168,830.0,F-10,6,6,5445.0
6169,760.0,F-10,5,5,65340.0
6170,260.0,PWD Housing Scheme,6,6,3267.012
6171,215.0,PWD Housing Scheme,6,6,3267.012
6172,110.0,PAEC Employees Cooperative Housing Society,6,4,1905.757
6173,95.0,PAEC Employees Cooperative Housing Society,4,4,1905.757
6174,275.0,PWD Housing Scheme,6,6,5445.0
6175,132.0,PWD Housing Scheme,5,5,2722.51
6176,112.0,PWD Housing Scheme,2,2,2722.51
6177,110.0,Pakistan Town,4,4,1361.255
6178,65.0,PAEC Employees Cooperative Housing Society,3,3,1361.255
6179,120.0,Soan Garden,2,2,2722.51
6180,140.0,Soan Garden,5,5,2722.51
6181,145.0,Soan Garden,5,5,2178.008
6182,145.0,Soan Garden,5,5,2178.008
6183,170.0,National Police Foundation O-9,5,5,2722.51
6184,115.0,National Police Foundation O-9,4,4,2722.51
6185,85.0,National Police Foundation O-9,4,4,1361.255
6186,165.0,National Police Foundation O-9,5,5,2722.51
6187,145.0,CBR Town,6,5,2722.51
6188,115.0,B-17,4,4,1361.255
6193,95.0,Ghauri Town,5,4,1361.255
6194,35.0,Lehtarar Road,2,2,816.7529999999999
6195,65.0,Islamabad Expressway,3,2,1361.255
6196,1800.0,Blue Area,6,6,87120.0
6197,55.0,Ghauri Town,3,2,11979.043999999998
6198,575.0,G-7,5,5,59895.0
6199,550.0,I-8,7,7,3267.012
6201,235.0,Bahria Town,5,4,2722.51
6202,135.0,B-17,7,5,2178.008
6203,80.0,Bhara kahu,4,3,1905.757
6204,60.0,Madina Town,3,2,1361.255
6205,475.0,DHA Defence,7,7,5445.0
6206,41.5,Arsalan Town,3,2,1089.004
6207,1150.0,F-10,8,8,59895.0
6208,3500.0,F-8,8,8,21780.0
6209,395.0,DHA Defence,6,6,5445.0
6210,830.0,F-10,6,5,70785.0
6212,120.0,Pakistan Town,2,2,25319.343
6213,350.0,National Police Foundation,8,7,5445.0
6214,120.0,Pakistan Town,2,2,25319.343
6215,230.0,Pakistan Town,5,5,4900.518
6219,350.0,G-15,7,7,38659.642
6220,135.0,Bahria Town,4,3,1361.255
6221,260.0,E-11,7,4,1633.506
6222,155.0,G-13,5,4,1089.004
6223,95.0,B-17,4,3,1361.255
6224,485.0,DHA Defence,7,6,5445.0
6225,550.0,Bahria Town,5,5,87120.0
6226,445.0,E-11,9,6,2722.51
6227,125.0,Park View City,5,5,1361.255
6228,235.0,G-13,5,5,1905.757
6230,375.0,DHA Defence,9,9,5445.0
6231,225.0,Park View City,6,6,2722.51
6232,160.0,G-13,5,4,1089.004
6233,400.0,I-8,6,6,2722.51
6234,30.0,Thanda Pani,3,3,1089.004
6237,310.0,G-13,7,6,2178.008
6238,800.0,F-10,9,9,5445.0
6239,125.0,H-13,3,3,1361.255
6240,85.0,Ghauri Town,6,4,1361.255
6242,118.0,Pakistan Town,4,3,3267.012
6243,440.0,F-11,7,7,25319.343
6245,650.0,F-11,6,6,5445.0
6246,780.0,F-10,5,5,59895.0
6247,950.0,F-10,4,4,70785.0
6248,1150.0,F-10,8,8,10890.0
6250,325.0,G-13,6,5,2178.008
6252,1025.0,F-6,8,8,48460.67799999999
6253,425.0,G-13,7,7,2722.51
6254,160.0,National Police Foundation O-9,7,5,2722.51
6255,450.0,DHA Defence,6,6,5445.0
6256,165.0,I-14,5,4,18240.817
6257,110.0,F-17,2,2,1905.757
6258,570.0,I-8,6,6,38659.642
6259,490.0,I-8,6,6,38659.642
6260,450.0,DHA Defence,6,5,5445.0
6261,580.0,I-8,6,6,38659.642
6262,87.0,Ghauri Town,6,5,1361.255
6263,150.0,CBR Town,3,3,2178.008
6264,475.0,DHA Defence,6,6,5445.0
6265,300.0,G-9,4,4,17968.566
6266,125.0,Park Road,4,5,1361.255
6267,400.0,I-8,6,7,2722.51
6268,360.0,DHA Defence,6,5,5445.0
6269,350.0,F-17,8,7,5445.0
6270,195.0,Zaraj Housing Scheme,4,4,3267.012
6271,120.0,Ghauri Town,7,5,1361.255
6272,58.0,Ghauri Town,3,2,15246.056
6273,160.0,FECHS,6,7,2178.008
6274,615.0,I-8,6,6,3539.263
6275,150.0,Bhara kahu,3,4,2722.51
6276,700.0,G-7,6,5,5445.0
6277,115.0,Pakistan Town,5,4,1633.506
6278,314.0,National Police Foundation O-9,10,9,5445.0
6279,314.0,National Police Foundation O-9,10,9,5445.0
6280,475.0,DHA Defence,7,6,5445.0
6281,535.0,DHA Defence,6,5,5445.0
6282,70.0,Sohan Valley,3,6,2178.008
6283,300.0,B-17,6,6,5445.0
6284,148.0,G-13,5,3,1089.004
6285,230.0,I-9,6,4,1361.255
6286,200.0,I-10,3,5,15246.056
6287,105.0,Ghauri Town,4,4,1633.506
6288,120.0,CBR Town,5,4,1905.757
6289,130.0,CBR Town,6,4,2178.008
6290,165.0,Soan Garden,8,6,2722.51
6291,240.0,G-13,7,6,1905.757
6292,140.0,PWD Road,7,5,2722.51
6294,480.0,I-8,7,7,38659.642
6295,420.0,DHA Defence,6,6,5445.0
6296,220.0,Bahria Town,5,4,2722.51
6297,120.0,Soan Garden,6,5,1633.506
6298,340.0,PWD Housing Scheme,8,8,5445.0
6299,260.0,Bahria Town,6,6,2722.51
6300,165.0,G-13,5,3,11979.043999999998
6301,165.0,G-13,4,4,11979.043999999998
6302,168.0,G-13,5,4,11979.043999999998
